cell_label,x,y,z,parcellation_index,analysis_region,cluster_alias,average_correlation_score
1104095349102440410-1,6.903696612966114,4.595122258063818,7.065183935477713,723,PVN_PVH,5283,0.503982307585097
1104095349101260596,6.84788021869735,4.145286645124232,3.609594349299437,723,PVN_PVH,5283,0.561278349280084
1104095349101430348,6.850278706359594,4.21124925811749,3.91927200146151,723,PVN_PVH,5283,0.522443214607109
1104095349101430392,6.837824031007623,4.344969663905266,3.957449312671918,723,PVN_PVH,5283,0.542857343389417
1019171907102600324-2,6.664086251466418,4.246021094969015,3.863907405332871,723,PVN_PVH,5283,0.559825139561038
1019171907101360165-2,6.74200604413806,4.54142220292413,7.538292162157354,723,PVN_PVH,5283,0.506872539778783
1019171907102590582-1,6.695540217982727,3.8506255343404976,3.568084018759452,723,PVN_PVH,5283,0.590651513184704
1019171907102410432,6.697745918824296,4.001106095365562,4.16338429955271,723,PVN_PVH,5283,0.545034265728915
1019171907102590122-1,6.714927928505444,3.777141663413566,3.974221081105848,723,PVN_PVH,5283,0.513976692618485
1019171907102420443-1,6.6582169043806605,4.402093802215388,4.203592245439912,723,PVN_PVH,5283,0.518451600168846
